ARID3A	ARNT	ATF2	ATF3	ATF4	ATF7	BACH1	BHLHE40	BRCA1	CBX5	CDC5L	CEBPB	CREB3L1	CTCF	CUX1	E2F1	E2F7	E2F8	E4F1	EGR1	ELF1	ELF4	ELK1	EP300	ESRRA	ETV6	EWSR1	FOXA1	FOXM1	GABPA	GATA1	GATA2	GMEB1	HES1	HMBOX1	IKZF1	IRF1	KLF16	MAFF	MAFK	MAX	MEF2A	MEIS2	MGA	MNT	MYBL2	MYC	NFE2	NFIC	NR2C2	NR2F1	NR2F2	NR2F6	NR3C1	NRF1	PKNOX1	POU5F1	REST	RFX1	RFX5	RUNX1	SP1	SREBF1	STAT1	STAT5A	TAL1	TBP	TCF12	TCF7	TCF7L2	TEAD4	THRA	YY1	ZBTB7A	ZNF143	ZNF282	ZNF384
POLD2	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	3	0	0	1	1	0	2	0	0	0	1	1	1	0	2	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	2	0	0	1
MYL7	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	1	1	1	2	0	1	0	1	1	0	1	3	0	1	5	1	0	1	1	2	0	2	2	1	0	3	1	0	2	0	0	0	2	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0
YKT6	0	0	0	2	1	1	0	0	0	0	0	1	2	2	0	1	0	1	1	0	1	1	1	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	1	1	0	1	1	2	1	0	1	0	0	1	2	0	2	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	1	2	0	1
CAMK2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDCD3	0	1	1	1	1	1	0	1	0	1	0	2	2	1	0	2	0	1	1	2	1	1	1	1	1	0	0	0	1	1	0	0	3	0	0	0	0	1	1	0	3	0	1	2	1	0	2	0	1	0	0	0	0	1	2	2	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1
NPC1L1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DDX56	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	3	0	1	2	1	1	2	0	0	1	1	0	0	0	1	2	0	2	0	0	0	0	1	1	2	6	0	3	4	2	0	3	1	2	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	1	1	2	2	0	1	1	0	2	1	1	2	0
TMED4	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	3	0	2	1	2	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	5	0	3	3	2	0	2	1	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	2	1	1	0	0
OGDH	1	3	2	2	5	3	0	1	0	1	0	3	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	5	1	0	0	0	2	0	1	2	2	0	2	0	2	0	3	1	2	0	2	2	0	2	2	1	0	2	1	0	0	0	1	1	1	1	1	0	0	1	0	0	2
ZMIZ2	0	0	1	1	4	1	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	1	0	2	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0
PPIA	0	0	1	1	3	1	0	2	0	0	0	1	0	1	0	2	1	0	3	3	1	1	2	0	1	0	0	0	0	1	0	0	1	1	2	0	2	1	1	0	2	0	1	3	3	0	3	0	2	0	0	0	0	0	1	1	0	3	0	1	0	1	2	0	0	0	3	0	0	0	2	0	1	3	2	2	0
H2AFV	1	1	1	6	3	4	0	2	0	0	1	3	1	3	1	4	1	1	3	0	0	1	0	3	2	1	0	0	3	4	1	0	2	1	2	2	3	1	1	1	3	0	3	2	2	2	3	3	2	0	2	1	1	0	2	3	0	2	1	1	1	2	0	0	1	1	4	1	0	0	3	0	1	1	3	1	1
PURB	0	0	1	1	1	2	1	1	0	0	0	0	2	0	0	2	0	2	1	2	1	1	1	1	2	2	0	0	0	1	0	0	1	0	1	2	1	1	1	1	2	0	4	0	1	0	2	1	2	0	0	1	0	0	3	4	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1
MYO1G	0	1	2	2	1	2	0	0	0	1	0	1	1	1	0	1	0	1	1	2	0	0	0	2	2	0	0	0	1	0	0	0	3	1	1	5	2	2	0	0	4	0	3	2	3	0	2	3	3	0	3	2	0	0	2	2	0	1	0	0	1	1	0	1	1	1	1	1	1	0	3	0	0	3	1	3	4
CCM2	2	2	2	4	0	4	0	2	0	0	0	1	0	0	2	1	0	0	1	3	3	3	0	4	1	1	0	0	2	1	2	0	2	1	4	3	2	2	0	0	5	0	4	2	2	0	3	2	7	0	2	2	1	0	3	3	0	2	0	0	0	2	0	0	2	2	1	5	0	0	3	0	1	1	1	0	1
NACAD	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TBRG4	2	2	2	0	0	2	0	1	0	0	0	1	2	1	0	2	0	2	1	1	1	3	1	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	1	1	1	0	4	1	1	0	1	0	2	0	1	2	0	0	2	1	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	2	1	1	0	0
ADCY1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TNS3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKD1L1	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HUS1	1	0	0	0	0	1	0	1	0	1	0	0	2	0	0	2	0	1	1	1	2	1	0	1	2	0	0	0	1	1	0	0	2	0	2	0	1	0	0	0	2	0	1	3	1	1	1	0	1	0	1	1	2	0	2	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	2
SUN3	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf57	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPP1	0	0	0	4	3	2	0	3	0	0	0	1	0	0	0	1	1	1	0	2	0	0	0	1	2	0	0	0	0	1	0	0	0	1	1	3	0	1	1	1	0	0	1	2	2	1	1	2	3	0	3	2	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
ABCA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZPBP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IKZF1	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	6	0	3	1	1	0	2	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1
FIGNL1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
GRB10	0	2	2	1	2	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	2	1	1	2	0	1	2	1	0	1	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	3	0	0	0
COBL	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC61G	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	1	2	1	1	1	1	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
EGFR	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LANCL2	0	0	1	1	1	1	0	2	0	0	0	1	2	1	0	1	0	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	0	2	1	1	1	0	1	0	2	0	0	0	0	1	0	0	1	1	0	2	1	0	1	1
VOPP1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	2	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	2	1	2	0	1	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	0
ZNF713	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
MRPS17	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	2	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0
GBAS	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	2	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0
PSPH	0	0	0	1	1	2	0	1	0	0	1	1	2	0	0	1	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	2	1	0	1	0	2	0	1	1	2	0	1	1	3	0	1	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	2	1	1	0	0
CCT6A	0	0	0	1	1	2	0	1	0	0	1	1	2	0	0	1	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	2	1	0	1	0	2	0	1	1	2	0	1	1	3	0	1	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	2	1	1	0	0
SUMF2	0	0	0	4	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	2	2	1	0	2	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	2	1	1	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	3	0	0	4
PHKG1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
CHCHD2	1	1	1	3	1	3	0	0	0	0	0	2	2	0	0	2	0	1	2	3	2	2	1	1	1	1	0	0	1	1	0	1	3	1	2	1	2	1	0	0	3	0	2	3	2	1	3	0	3	0	1	2	1	0	3	3	0	0	2	0	1	1	0	0	1	3	0	3	2	0	3	0	0	0	1	1	3
ZNF716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF680	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
ZNF107	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	2	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
ZNF138	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	2	0	2	2	1	2	2	0	1	1	0	0	0	2	1	0	0	0	0	2	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	3	1	0	1	0	1	0	0	0	0	0	2	2	5	0	0	2	0	0	1	0	0	1
ZNF273	0	0	1	0	2	1	0	0	0	0	0	1	1	0	0	1	0	1	2	3	2	1	0	0	2	0	0	0	0	1	0	0	0	1	0	4	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	2	3	0	1	1	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	2
ERV3-1	0	1	1	1	4	4	0	1	0	1	0	2	1	0	0	3	1	3	3	2	1	2	0	1	1	1	0	0	1	1	1	1	3	2	1	3	1	3	1	2	2	1	4	3	2	0	3	2	5	0	2	3	3	0	2	2	0	3	0	0	0	1	0	0	1	3	2	3	1	1	2	0	0	1	1	3	2
ZNF92	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	1	0	1	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	1	0	0
VKORC1L1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GUSB	0	0	1	0	1	3	0	2	0	1	0	1	1	1	0	1	1	1	4	2	1	2	2	2	2	0	0	0	0	2	0	0	1	0	0	2	1	1	0	0	2	0	1	1	3	0	1	1	4	0	4	2	2	0	3	3	1	1	0	0	0	2	0	0	0	2	2	0	1	0	3	0	1	2	0	2	1
ASL	0	0	1	1	0	2	0	1	0	0	0	1	1	1	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0
CRCP	0	1	0	1	2	6	0	0	0	0	0	1	1	2	0	0	0	1	3	2	1	2	0	0	2	0	0	0	0	1	0	0	2	0	0	1	1	1	1	0	3	0	3	6	3	0	2	0	2	0	2	0	0	0	4	3	0	1	3	0	0	0	1	0	0	1	2	1	0	0	3	0	0	1	2	0	0
TPST1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
KCTD7	0	0	1	1	1	1	1	0	0	0	0	1	1	2	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	2	2	2	0	1	1	0	0	2	0	1	0	1	2	0	1	1	0	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2
RABGEF1	0	0	1	0	0	2	0	1	0	0	0	0	2	0	0	1	0	2	1	2	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	1	1	1	0	2	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	3	1	1	0	0	2	0	0	0	0	0	1
TMEM248	1	2	1	2	1	2	1	2	0	1	1	1	2	0	0	3	1	1	3	1	1	3	2	3	2	1	0	0	2	2	2	1	4	1	2	3	2	2	0	0	2	0	4	2	1	0	3	0	5	1	3	2	3	0	3	4	1	2	0	1	1	1	1	0	2	3	2	3	0	0	4	0	0	0	2	1	3
SBDS	0	2	0	0	1	4	0	0	0	0	1	0	3	1	0	3	0	1	3	0	2	4	0	0	3	0	0	0	3	2	0	0	2	0	0	1	2	0	0	0	1	0	2	1	4	0	2	0	2	0	1	0	0	0	2	2	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0
TYW1	0	2	0	0	1	4	0	0	0	0	1	0	3	1	0	3	0	1	3	0	2	4	0	0	3	0	0	0	3	2	0	0	2	0	0	1	2	0	0	0	1	0	2	1	4	0	2	0	2	0	1	0	0	0	2	2	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0
AUTS2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALN1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
TYW1B	1	0	0	2	1	4	0	0	0	0	0	0	2	1	0	4	0	1	2	0	2	2	0	0	4	0	0	0	2	2	0	0	2	0	0	1	1	0	0	0	2	0	2	2	4	0	2	0	2	0	1	0	0	0	2	3	0	2	0	0	0	3	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0
POM121	0	0	0	0	1	3	0	1	0	0	0	0	1	0	0	3	0	0	2	1	2	2	1	0	2	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	3	0	2	0	1	0	1	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NSUN5	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	2	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0
FZD9	0	0	1	0	2	1	0	2	0	0	2	0	2	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	4	0	2	2	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
BAZ1B	0	1	0	1	5	1	0	1	0	0	1	8	2	0	0	2	2	2	1	2	0	1	1	2	3	0	0	0	1	1	0	0	2	1	0	2	1	0	0	0	4	0	1	2	2	0	1	0	2	1	3	3	3	0	1	2	0	1	0	1	0	1	0	0	0	1	2	2	2	0	3	0	3	1	1	2	2
BCL7B	2	2	0	5	2	6	0	4	0	2	2	1	3	0	2	2	1	1	1	3	3	2	0	1	5	1	0	0	1	2	2	1	4	2	2	2	1	2	1	0	5	1	5	3	3	0	2	2	2	0	2	4	2	0	3	4	1	2	0	0	1	2	0	0	1	2	2	1	1	0	4	0	2	4	1	2	1
TBL2	0	1	1	1	3	4	0	3	0	1	1	4	2	2	0	1	1	1	1	4	0	2	0	3	2	1	0	0	2	2	1	1	3	1	3	2	4	2	0	0	4	0	3	4	2	1	3	1	3	0	3	3	2	0	3	4	0	1	1	0	2	2	2	1	1	2	3	3	2	1	4	0	1	4	1	2	2
MLXIPL	1	0	0	0	2	2	0	2	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	3	0	0	1	0	0	1	0	3	0	2	1	1	0	1	0	0	1	0	0	1	1	1	0	0	3	1	0	0	0	2	0	1	3	0	0	1
VPS37D	0	0	1	2	1	2	0	1	0	0	3	2	3	1	0	0	1	0	1	3	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	4	1	0	0	0	2	0	1	1	1	0	0	0	3	0	3	0	0	0	2	1	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	2	2	3
DNAJC30	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	2	0	1	0	3	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	4	1	0	1	2	2	0	0	0	0	0	2	2	0	1	2	0	0	1	0	0	0	1	1	0	0	0	1	0	3	3	0	0	2
WBSCR22	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	2	0	1	0	3	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	4	1	0	1	2	2	0	0	0	0	0	2	2	0	1	2	0	0	1	0	0	0	1	1	0	0	0	1	0	3	3	0	0	2
STX1A	1	1	0	2	1	3	2	3	0	0	1	2	1	1	1	0	0	0	2	1	1	0	0	1	2	0	0	0	1	1	1	1	3	1	0	1	1	2	1	2	3	0	4	0	0	0	2	2	2	0	2	1	1	2	2	1	0	3	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	3	2	1	3
ABHD11	1	1	1	1	1	2	0	2	0	0	1	3	0	2	0	0	1	2	2	2	2	3	1	2	2	0	0	0	1	1	0	0	2	0	0	2	2	2	0	0	3	0	3	2	1	0	2	0	0	0	1	1	1	0	1	4	0	2	2	0	0	1	0	0	0	2	1	2	0	0	1	0	2	2	2	2	3
CLDN3	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
CLDN4	1	0	1	2	0	4	1	2	0	0	0	0	0	2	0	1	0	0	2	2	1	0	0	1	2	0	0	0	0	1	1	1	1	0	0	2	1	0	1	2	2	0	2	0	1	0	1	2	0	0	1	1	0	0	1	2	0	2	0	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0	1	0	2
WBSCR27	0	1	2	3	1	1	1	3	0	0	0	1	0	1	0	3	0	0	2	3	0	1	0	2	1	1	0	0	1	0	1	1	1	1	2	4	1	0	2	2	3	0	5	2	2	0	3	4	3	0	4	1	1	0	2	4	0	1	0	0	1	0	0	0	1	1	2	1	0	0	3	0	0	1	1	0	4
ELN	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1
LIMK1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0	1	4	0	1	2	1	0	2	0	1	0	2	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	3	0	0	1
EIF4H	1	0	2	2	1	5	0	1	0	0	0	6	2	2	0	0	0	0	1	2	0	1	0	3	4	0	0	0	0	0	0	0	2	0	1	2	1	0	0	0	3	0	4	1	2	0	3	1	3	0	2	0	0	1	2	4	0	3	1	0	1	0	2	0	0	0	1	0	0	0	1	0	2	1	2	1	3
LAT2	0	0	0	1	2	1	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	2	0	3
